,Spotify_track_id,artist_x,song_x,ID,peak_position,hit,hit_value,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1270,650M98AP1WgRo1jJ0snmoI,Luther Vandross,Take You Out,Take You OutLuther Vandross,26.0,Yes,1,0.077,0.752,206067,0.575,0.0,8,0.125,-5.254,1,0.0549,86.004,4,0.569
1271,1TZteKaf5z3P3i87jyB8jc,Gordon Lightfoot,Rainy Day People,Rainy Day PeopleGordon Lightfoot,26.0,Yes,1,0.678,0.672,168827,0.425,0.000616,11,0.142,-12.117,1,0.0277,109.575,4,0.533
1272,6kUCZBU9C6AOe5acPLp4AO,Cat Stevens,Ready,ReadyCat Stevens,26.0,Yes,1,0.21,0.712,198333,0.857,0.0,11,0.0727,-6.284,1,0.0281,101.136,4,0.908
1273,2R7C9dDqv1UPycvepBFziA,Taylor Swift,Superman,SupermanTaylor Swift,26.0,Yes,1,0.0268,0.582,275960,0.765,1.95e-06,7,0.103,-3.648,1,0.0324,131.982,4,0.559
1274,2EI8uljBPaI23VUr2tv4eS,Michael Jackson,Jam,JamMichael Jackson,26.0,Yes,1,0.0487,0.884,338173,0.96,0.0228,2,0.271,-4.613,1,0.0721,116.273,4,0.617
1275,6avV0X27a8FKFbX8JOdHbc,Alice Cooper,Elected,ElectedAlice Cooper,26.0,Yes,1,0.0604,0.295,248040,0.74,0.142,9,0.193,-13.073,0,0.0344,135.299,4,0.506
1276,00qOE7OjRl0BpYiCiweZB2,Foreigner,Juke Box Hero,Juke Box HeroForeigner,26.0,Yes,1,0.0828,0.357,259800,0.653,0.0,9,0.0844,-5.554,1,0.0654,176.647,4,0.522
1277,1D2VIwDVHzh5n7nkGk0vij,Marianne Faithfull,Come And Stay With Me,Come And Stay With MeMarianne Faithfull,26.0,Yes,1,0.12,0.555,144800,0.514,7.97e-06,5,0.124,-9.301,1,0.0262,77.952,4,0.678
1278,5TRDExTcoThDZZ1myVFtlo,Styx,Why Me,Why MeStyx,26.0,Yes,1,0.075,0.555,236773,0.532,3.05e-05,2,0.258,-10.42,1,0.0369,99.664,4,0.734
1279,3i2Ddy4a0rNnGQY60pZdYp,Foreigner,Break It Up,Break It UpForeigner,26.0,Yes,1,0.168,0.625,253640,0.753,0.0,3,0.474,-4.745,0,0.0291,122.979,4,0.639
1280,4vb4mFvYsr2h6enhjJsq9Y,Adele,Water Under The Bridge,Water Under The BridgeAdele,26.0,Yes,1,0.0189,0.596,240427,0.838,1.54e-05,5,0.108,-6.52,0,0.0704,94.982,4,0.472
1281,1ELKkbWqtKRwvdCBGvETBp,The Temptations,Shakey Ground,Shakey GroundThe Temptations,26.0,Yes,1,0.0264,0.753,241600,0.498,0.501,2,0.0376,-13.497,1,0.0428,92.411,4,0.942
1282,3fsTb3a8l5kJrtzpl04Ljr,U2,Staring At The Sun,Staring At The SunU2,26.0,Yes,1,0.0549,0.533,276800,0.702,0.0221,9,0.27,-8.504,0,0.0265,140.201,4,0.515
1283,1YiAY1oCmkFjUabQL9gos4,Cheap Trick,Dream Police,Dream PoliceCheap Trick,26.0,Yes,1,0.0446,0.476,233133,0.766,0.0053,4,0.214,-11.435,1,0.038,137.083,4,0.68
1284,5P9h9gQlq8CFLRWI4e94ei,Starship,Tomorrow Doesn't Matter Tonight,Tomorrow Doesn't Matter TonightStarship,26.0,Yes,1,0.317,0.627,221840,0.877,1.09e-05,5,0.0613,-4.151,0,0.0379,102.809,4,0.365
1285,7aBAo2pO8LvrN8mGba7MvA,The White Stripes,Icky Thump,Icky ThumpThe White Stripes,26.0,Yes,1,0.021,0.424,254533,0.632,0.0117,9,0.0545,-7.243,1,0.0922,97.694,4,0.356
1286,7olWVrJ6syY0PrX1d7KSge,The Temptations,Please Return Your Love To Me,Please Return Your Love To MeThe Temptations,26.0,Yes,1,0.717,0.441,143933,0.349,0.0,7,0.061,-11.864,1,0.0458,163.649,4,0.845
1287,2P6eZ3eCyWVhEhGNqMFBLv,Steely Dan,Josie,JosieSteely Dan,26.0,Yes,1,0.261,0.735,270800,0.394,0.000364,11,0.0545,-11.333,0,0.0404,121.822,4,0.606
1288,10ThhPNj7E31iHGR0jTfeP,Genesis,Abacab,AbacabGenesis,26.0,Yes,1,0.0195,0.702,418147,0.687,0.329,0,0.076,-9.25,1,0.032,130.711,4,0.175
1289,51bcLxmqO6C4bCHQOKecpM,The Temptations,Girl (Why You Wanna Make Me Blue),Girl (Why You Wanna Make Me Blue)The Temptations,26.0,Yes,1,0.714,0.467,142560,0.772,0.0,4,0.107,-6.307,0,0.0337,68.121,4,0.7
1290,14Bljc3pOOG0xQX3wqhLN9,Taylor Swift,Superstar,SuperstarTaylor Swift,26.0,Yes,1,0.359,0.607,261453,0.534,0.0,2,0.354,-5.923,1,0.0242,85.953,4,0.297
1291,349PT8jfi7RxXB7DZM0NMX,Eric Clapton,Forever Man,Forever ManEric Clapton,26.0,Yes,1,0.204,0.642,192320,0.899,0.00756,2,0.171,-6.032,0,0.0413,111.158,4,0.784
1292,05mkxgw4kGQnarKMEovShB,Stevie Wonder,Never Had A Dream Come True,Never Had A Dream Come TrueStevie Wonder,26.0,Yes,1,0.105,0.525,194360,0.526,0.000604,10,0.104,-10.625,1,0.0306,103.49,4,0.787
1293,7xb8Yyd627JoPLVXyZDxBK,Tim McGraw,Unbroken,UnbrokenTim McGraw,26.0,Yes,1,0.0865,0.595,241427,0.792,0.0,1,0.0769,-6.979,0,0.0286,119.8,4,0.536
1294,1oV1tu8utgHQjLJsEK9sVl,Talking Heads,Take Me To The River,Take Me To The RiverTalking Heads,26.0,Yes,1,0.242,0.66,302520,0.485,0.0102,2,0.0585,-8.101,1,0.0258,99.828,4,0.829
1295,24GALjqT2KqHqYYE6XYFWK,Glen Campbell,By The Time I Get To Phoenix,By The Time I Get To PhoenixGlen Campbell,26.0,Yes,1,0.0723,0.411,164560,0.357,2.48e-06,7,0.123,-11.904,0,0.027,88.632,4,0.256
1296,4nTjkWK590oBDcnIxTr1mI,Justin Bieber,Favorite Girl,Favorite GirlJustin Bieber,26.0,Yes,1,0.0535,0.582,256800,0.694,0.0,7,0.12,-4.396,1,0.055,176.047,4,0.643
1297,4o8STNAL91xc7EvuvqSKk1,Zac Brown Band,Whatever It Is,Whatever It IsZac Brown Band,26.0,Yes,1,0.443,0.686,208213,0.576,1.7e-05,1,0.212,-6.632,1,0.0284,83.971,4,0.72
1298,4ns2xaym21aBOOUN1vaBPJ,Tim McGraw,Real Good Man,Real Good ManTim McGraw,27.0,Yes,1,0.00986,0.56,254600,0.827,1.13e-05,2,0.328,-5.393,1,0.0266,89.93,4,0.639
1299,7AHw9SfOITU9Q7sj3V5vxV,Tim McGraw,My Next Thirty Years,My Next Thirty YearsTim McGraw,27.0,Yes,1,0.265,0.605,217733,0.804,4.93e-06,5,0.345,-7.521,1,0.0363,98.866,4,0.601
1300,1IHEefbRdL7VkscggnoPaM,ABBA,When All Is Said And Done,When All Is Said And DoneABBA,27.0,Yes,1,0.433,0.725,199867,0.666,1.38e-05,2,0.318,-7.525,1,0.036,126.132,4,0.709
1301,4tXBsD5sEzxlJjWCOz6qzs,Linkin Park,The Catalyst,The CatalystLinkin Park,27.0,Yes,1,0.0372,0.56,339853,0.925,0.0,0,0.104,-5.48,1,0.0362,135.009,4,0.178
1302,0aj2QKJvz6CePykmlTApiD,Justin Timberlake,Senorita,SenoritaJustin Timberlake,27.0,Yes,1,0.0729,0.841,294867,0.629,0.0,1,0.0742,-5.351,1,0.0442,97.963,4,0.87
1303,2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,Last ChristmasWham!,27.0,Yes,1,0.189,0.735,262960,0.478,2.48e-06,2,0.355,-12.472,1,0.0293,107.682,4,0.947
1304,2u4nDIl70jyZQQfBoBenoU,Wanda Jackson,In The Middle Of A Heartache,In The Middle Of A HeartacheWanda Jackson,27.0,Yes,1,0.839,0.438,155547,0.293,0.0,9,0.0714,-9.362,1,0.0298,109.016,4,0.417
1305,3CO19cTl5zzlWx9GWEpOhD,Michael W. Smith,For You,For YouMichael W. Smith,27.0,Yes,1,0.185,0.425,273773,0.519,0.0,9,0.102,-9.707,1,0.0279,143.887,4,0.208
1306,3t2S6sWTHrEVm3rw7misla,Styx,Lorelei,LoreleiStyx,27.0,Yes,1,0.25,0.325,202573,0.947,2.61e-06,7,0.369,-5.493,1,0.11,149.466,4,0.369
1307,6Xw2FLih8m5ItDbyP992HH,Justin Bieber,U Smile,U SmileJustin Bieber,27.0,Yes,1,0.537,0.388,196907,0.612,1.12e-06,8,0.115,-5.141,1,0.0478,75.618,4,0.387
1308,6KzkrcfvAUWOrgn2oxVQMf,Utopia,Set Me Free,Set Me FreeUtopia,27.0,Yes,1,0.192,0.655,189040,0.726,0.000194,6,0.0752,-9.723,1,0.11,125.257,4,0.817
1309,31DSjQaYeyvnjGJnHNpRzY,Tom Jones,Detroit City,Detroit CityTom Jones,27.0,Yes,1,0.546,0.616,211827,0.405,1.13e-05,4,0.148,-14.614,1,0.0294,102.392,4,0.623
1310,2HmMklpgK8vGCpJmPpz1yG,Kenny Chesney,How Forever Feels,How Forever FeelsKenny Chesney,27.0,Yes,1,0.0986,0.723,188200,0.674,1.83e-05,7,0.279,-7.427,1,0.0297,124.9,4,0.61
1311,4qM2h3xkzwGJiVv6GgL6w0,Lenny Kravitz,Lady,LadyLenny Kravitz,27.0,Yes,1,0.0162,0.808,255573,0.584,0.504,0,0.0848,-4.469,1,0.034,111.966,4,0.798
1312,74uGhWp4BYpjFj1V2DzgoO,Aerosmith,Pink,PinkAerosmith,27.0,Yes,1,0.0134,0.431,235360,0.751,4.45e-06,0,0.126,-5.124,1,0.0423,171.848,4,0.777
1313,3kfgJql90tzgoxByioAMXR,Taylor Swift,Innocent,InnocentTaylor Swift,27.0,Yes,1,0.186,0.552,302253,0.608,0.0,1,0.125,-5.29,0,0.0259,134.05,4,0.17
1314,2KgGzC2tP6DYbatyvdap3O,ABBA,"Honey, Honey","Honey, HoneyABBA",27.0,Yes,1,0.324,0.473,176467,0.804,2.12e-06,5,0.393,-7.697,1,0.0473,140.55,4,0.735
1315,4XRUKxDIn28c7uHEzbGFgj,Backstreet Boys,More Than That,More Than ThatBackstreet Boys,27.0,Yes,1,0.0102,0.58,224933,0.729,0.0,4,0.0805,-6.705,0,0.0287,80.061,4,0.483
1316,2R61SRfdxPbT7pXrgDgqQs,Howard Jones,New Song,New SongHoward Jones,27.0,Yes,1,0.192,0.753,255400,0.716,0.0861,5,0.0677,-11.656,1,0.0425,112.336,4,0.807
1317,0pcK3PMi6edNY55qGvMGvN,Diana Ross,Gettin' Ready For Love,Gettin' Ready For LoveDiana Ross,27.0,Yes,1,0.149,0.595,164960,0.485,0.0,10,0.0477,-12.449,1,0.0851,129.633,4,0.574
1318,3MvJztukgQFkiHFluA39Zh,The Temptations,Let Your Hair Down,Let Your Hair DownThe Temptations,27.0,Yes,1,0.0662,0.79,158773,0.938,0.00018,8,0.0632,-6.555,1,0.063,93.121,4,0.926
1319,4Qw41GUmS4rF7GR3am9Rt6,Billy Joel,Leave A Tender Moment Alone,Leave A Tender Moment AloneBilly Joel,27.0,Yes,1,0.229,0.628,236707,0.548,0.0,10,0.555,-7.507,1,0.0423,109.92,4,0.564
1320,0ZQmpf5gk4k5VMopcAtyAc,Lynyrd Skynyrd,Saturday Night Special,Saturday Night SpecialLynyrd Skynyrd,27.0,Yes,1,0.0146,0.558,309667,0.563,0.000195,9,0.273,-11.259,1,0.0543,120.99,4,0.617
1321,0vTKR5TQD03kASmEGlyDF3,Bon Jovi,In These Arms,In These ArmsBon Jovi,27.0,Yes,1,0.00876,0.509,319227,0.917,2.94e-05,4,0.196,-3.046,1,0.06,123.281,4,0.487
1322,7woW97CfcWaKtuC6W5BP2K,Michael Jackson,Heal The World,Heal The WorldMichael Jackson,27.0,Yes,1,0.537,0.534,384307,0.485,1.79e-06,9,0.104,-8.045,1,0.0467,80.923,4,0.102
1323,1y8pNONQUfiCDXWME7IQBa,George Michael,Waiting For That Day,Waiting For That DayGeorge Michael,27.0,Yes,1,0.217,0.612,289997,0.777,0.000454,0,0.104,-10.903,1,0.0403,172.412,4,0.557
1324,19XWdM9zSb4IIiFCXO1SlE,R. Kelly,Did You Ever Think,Did You Ever ThinkR. Kelly,27.0,Yes,1,0.0831,0.706,272400,0.818,0.00144,6,0.0774,-4.736,0,0.0488,94.956,4,0.947
1325,0DCxAJasKxjhODdqpF4s36,Gloria Estefan,Everlasting Love,Everlasting LoveGloria Estefan,27.0,Yes,1,0.156,0.708,240720,0.817,0.0,7,0.111,-6.689,1,0.0383,128.871,4,0.853
1326,3wACjmQo7ZkRNMLfZXndFB,Whitney Houston,I Learned From The Best,I Learned From The BestWhitney Houston,27.0,Yes,1,0.0109,0.609,259533,0.563,7.76e-06,5,0.156,-6.284,0,0.0328,148.949,4,0.306
1327,2p87CAEgL7eJzVgNZt2M0J,Tears For Fears,Mothers Talk,Mothers TalkTears For Fears,27.0,Yes,1,0.00379,0.608,306320,0.92,0.00625,7,0.357,-11.807,1,0.051,119.123,4,0.58
1328,5IpIcYj3omb4iOP76bAoRP,Van Halen,Top Of The World,Top Of The WorldVan Halen,27.0,Yes,1,0.0354,0.546,232867,0.785,3.6e-06,9,0.0935,-8.788,1,0.0297,127.957,4,0.804
1329,1TE4S9kqvml9o8JpPR8kBf,Pat Benatar,We Live For Love,We Live For LovePat Benatar,27.0,Yes,1,0.0474,0.565,237400,0.672,0.00248,6,0.125,-12.446,1,0.0325,134.932,4,0.743
1330,0EYOdF5FCkgOJJla8DI2Md,System Of A Down,B.Y.O.B.,B.Y.O.B.System Of A Down,27.0,Yes,1,0.00662,0.556,255467,0.981,0.0,1,0.218,-2.688,0,0.128,101.423,4,0.716
1331,3YxKqZFpcxBPvpUssL8FS2,George Strait,Living And Living Well,Living And Living WellGeorge Strait,27.0,Yes,1,0.418,0.612,218293,0.678,0.0038,1,0.112,-6.683,1,0.0306,120.932,4,0.564
1332,0DTpV2HP75LNhCEkvq1FhV,Michael Bolton,Can I Touch You...There?,Can I Touch You...There?Michael Bolton,27.0,Yes,1,0.281,0.555,315893,0.841,0.0,0,0.244,-6.704,1,0.351,82.871,4,0.802
1333,1zG6cEmeo4rv7Old8XD7vC,Tim McGraw,Something Like That,Something Like ThatTim McGraw,28.0,Yes,1,0.378,0.507,183733,0.85,0.0,5,0.0567,-5.679,1,0.0472,171.8,4,0.847
1334,6Gfmj0HbpvxTdW0sdlzTDU,Rascal Flatts,My Wish,My WishRascal Flatts,28.0,Yes,1,0.0349,0.549,248280,0.801,6.8e-06,4,0.102,-4.734,1,0.0312,135.724,4,0.471
1335,2R1M1otgehlvcvPtrgqBuq,James Taylor,Up On The Roof,Up On The RoofJames Taylor,28.0,Yes,1,0.375,0.559,249173,0.432,1.2e-06,5,0.716,-12.366,1,0.0273,92.378,4,0.5
1336,5blcqgpsuKhm0WQwMsmywj,Elvis Presley,Guitar Man,Guitar ManElvis Presley,28.0,Yes,1,0.31,0.435,206373,0.828,4.07e-05,0,0.667,-8.764,1,0.101,116.141,4,0.743
1337,0ULyHRmncqiUWTEIwNvBIx,Ray Charles,Ruby,RubyRay Charles,28.0,Yes,1,0.0447,0.759,160500,0.533,1.48e-05,0,0.171,-13.267,1,0.302,117.827,4,0.91
1338,32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,Picture To Burn,Picture To BurnTaylor Swift,28.0,Yes,1,0.16,0.668,173067,0.861,0.0,7,0.102,-2.03,1,0.0312,105.587,4,0.829
1339,51J3qZhkR2CNHjP6a5X9Ao,Bread,Let Your Love Go,Let Your Love GoBread,28.0,Yes,1,0.0681,0.663,145573,0.848,0.0,9,0.114,-9.652,1,0.0439,123.926,4,0.743
1340,7AW4T7G3e8VsZ8D7jV1hMr,Supertramp,Cannonball,CannonballSupertramp,28.0,Yes,1,0.182,0.76,458083,0.728,0.0808,2,0.0901,-9.766,0,0.0347,127.213,4,0.801
1341,208bYsadJ56km31IENM2qS,Kenny Chesney,"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No ProblemsKenny Chesney",28.0,Yes,1,0.243,0.719,209667,0.546,0.00844,7,0.181,-10.239,1,0.032,117.925,4,0.669
1342,5lwDkNZxwGNzJMh2eanLFM,Kenny Rogers,Daytime Friends,Daytime FriendsKenny Rogers,28.0,Yes,1,0.342,0.577,189693,0.538,0.0,7,0.0594,-14.188,1,0.0417,150.238,4,0.812
1343,0vhOJ8a3M2LWnBNrDXJKDl,Metallica,The Memory Remains,The Memory RemainsMetallica,28.0,Yes,1,0.000321,0.432,279240,0.904,0.00982,10,0.206,-3.697,0,0.0432,144.401,4,0.6
1344,1UVll7jjUlqSGxCZ6uXVaD,New Order,Regret,RegretNew Order,28.0,Yes,1,0.00146,0.506,248973,0.931,0.0227,5,0.27,-5.635,1,0.0305,129.568,4,0.865
1345,6Xb0aANzoVOkp2cHDoIFTb,Andy Williams,On The Street Where You Live,On The Street Where You LiveAndy Williams,28.0,Yes,1,0.772,0.239,190933,0.397,0.0,11,0.125,-10.528,1,0.0293,96.993,4,0.318
1346,3spWfMlB39jSkstIslYnvG,Elton John,Club At The End Of The Street,Club At The End Of The StreetElton John,28.0,Yes,1,8.12e-05,0.65,292173,0.755,0.0145,2,0.326,-9.645,1,0.0281,124.844,4,0.782
1347,1xShPgQbOUa98avWJQFDBY,Depeche Mode,Personal Jesus,Personal JesusDepeche Mode,28.0,Yes,1,0.0112,0.637,224907,0.682,0.0234,11,0.0473,-11.625,1,0.0366,129.983,4,0.714
1348,5qtwzv99vOr5UTwnTixn7j,Green Day,Know Your Enemy,Know Your EnemyGreen Day,28.0,Yes,1,0.0016,0.56,190987,0.958,4.96e-05,11,0.0643,-3.245,1,0.0412,129.984,4,0.961
1349,0jd7dO9tw7BhW8zqKVgLY8,Pretenders,Show Me,Show MePretenders,28.0,Yes,1,0.00062,0.55,253893,0.897,0.0656,0,0.0621,-6.927,1,0.0395,139.299,4,0.562
1350,1wv8bYmoqY3TAKKQY3Qn7t,Def Leppard,Foolin',Foolin'Def Leppard,28.0,Yes,1,0.000337,0.608,274118,0.787,0.00782,9,0.111,-6.703,0,0.0277,113.796,4,0.474
1351,1Xi2xGXEDGvliLRCM8eWyV,John Mellencamp,Rumbleseat,RumbleseatJohn Mellencamp,28.0,Yes,1,0.0592,0.703,178427,0.923,0.153,5,0.111,-2.527,1,0.0273,129.287,4,0.964
1352,0S3gpZzlT9Hb7CCSV2owX7,Ozzy Osbourne,"Mama, I'm Coming Home","Mama, I'm Coming HomeOzzy Osbourne",28.0,Yes,1,0.0105,0.282,251867,0.656,0.0,8,0.0892,-6.557,1,0.0302,139.352,4,0.242
1353,7yLlSCB0KabT0sy0JqRRzU,Neil Sedaka,Run Samson Run,Run Samson RunNeil Sedaka,28.0,Yes,1,0.612,0.392,172520,0.579,0.0,10,0.283,-8.869,1,0.05,169.684,4,0.962
1354,7GsoUeI9DtaTSjJHenyCNP,Bee Gees,Alone,AloneBee Gees,28.0,Yes,1,0.0862,0.639,290667,0.798,0.00024,2,0.32,-5.005,1,0.0313,110.008,4,0.738
1355,2sZX1XaQOGaOZEQLCzRkCU,Rick Astley,Hopelessly,HopelesslyRick Astley,28.0,Yes,1,0.46,0.547,215133,0.457,0.0,8,0.122,-9.872,1,0.0293,150.001,4,0.298
1356,0NIRG3SEn2Zf88o3qHJil5,Rod Stewart,Hot Legs,Hot LegsRod Stewart,28.0,Yes,1,0.0368,0.707,315293,0.906,0.000968,7,0.661,-5.771,1,0.0309,112.837,4,0.97
1357,15DrrIod12Tc2IoMaHiwlQ,Imagine Dragons,I Bet My Life,I Bet My LifeImagine Dragons,28.0,Yes,1,0.335,0.553,192707,0.657,0.000648,1,0.228,-8.219,1,0.0405,107.889,4,0.555
1358,07itbZUgkAmBi4CEH5NniJ,UB40,I Got You Babe,I Got You BabeUB40,28.0,Yes,1,0.0806,0.756,189093,0.61,7.89e-05,5,0.114,-13.002,1,0.0709,173.818,4,0.863
1359,4nwgKaHg9TJahiSSmt3X1x,INXS,Not Enough Time,Not Enough TimeINXS,28.0,Yes,1,0.0447,0.668,250653,0.727,0.0104,2,0.45,-5.679,1,0.0414,96.006,4,0.287
1360,5lxl6lhnrMFUo4vTqA7xB6,Whitesnake,The Deeper The Love,The Deeper The LoveWhitesnake,28.0,Yes,1,0.000931,0.558,260467,0.701,2.53e-06,9,0.0928,-6.421,1,0.0267,103.628,4,0.559
1361,6BJOQ94yeGXYwuR6X9QO1N,Kenny Chesney,Big Star,Big StarKenny Chesney,28.0,Yes,1,0.0056,0.655,239560,0.807,2.42e-05,0,0.159,-7.674,1,0.0309,120.781,4,0.73
1362,1k18nxjYj8R5iz82Ap7GEY,Lady Gaga,Marry The Night,Marry The NightLady Gaga,29.0,Yes,1,0.00104,0.614,264520,0.879,0.00438,0,0.41,-4.422,1,0.056,131.092,4,0.407
1363,2015v8m5GaWi4gTDJ0Qktn,Wilson Pickett,Everybody Needs Somebody To Love,Everybody Needs Somebody To LoveWilson Pickett,29.0,Yes,1,0.0576,0.55,142200,0.823,2.96e-06,9,0.256,-4.581,1,0.071,188.642,4,0.766
1364,1vo6TY0FyLRBTXohxvflhJ,Madonna,American Pie,American PieMadonna,29.0,Yes,1,0.348,0.631,273533,0.734,0.0,5,0.135,-7.48,0,0.036,124.036,4,0.591
1365,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,Clocks,ClocksColdplay,29.0,Yes,1,0.599,0.577,307880,0.749,0.0112,5,0.183,-7.215,0,0.0279,130.969,4,0.261
1366,23kC1wLVajqmlKE0gTVGMI,Stevie Wonder,Hey Harmonica Man,Hey Harmonica ManStevie Wonder,29.0,Yes,1,0.0192,0.529,158947,0.789,0.00157,0,0.109,-7.551,1,0.0716,92.175,4,0.851
1367,1naVD19eofGpFf6wosmHIe,Perry Como,And I Love You So,And I Love You SoPerry Como,29.0,Yes,1,0.878,0.415,197627,0.22,0.651,8,0.125,-17.47,1,0.0261,90.267,4,0.268
1368,4GKk1uNzpxIptBuaY97Dkj,Coldplay,Midnight,MidnightColdplay,29.0,Yes,1,0.615,0.548,294667,0.475,0.808,1,0.0944,-12.42,1,0.0355,126.976,4,0.0349
1369,6B2vTF4zhKdR4v4RDXkz3G,Peter Gabriel,Shock The Monkey,Shock The MonkeyPeter Gabriel,29.0,Yes,1,0.112,0.754,328440,0.655,0.00275,0,0.0614,-8.501,1,0.086,74.089,4,0.908
1370,00p615Q4EFYMIAr055wqRu,Billy Joel,All About Soul,All About SoulBilly Joel,29.0,Yes,1,0.0386,0.555,361307,0.86,0.0,2,0.325,-5.965,0,0.038,108.594,4,0.468
1371,69nvFTDnYvvvQ6th8rmJkm,Dan Fogelberg,Make Love Stay,Make Love StayDan Fogelberg,29.0,Yes,1,0.0478,0.495,271867,0.293,0.00287,2,0.123,-14.844,1,0.0257,99.069,4,0.446
1372,26p6GNIQfv9koDVD4rTouu,Roy Orbison,Blue Bayou,Blue BayouRoy Orbison,29.0,Yes,1,0.673,0.53,149427,0.26,1.2e-05,5,0.116,-12.218,1,0.0357,117.861,4,0.805
1373,676Rf0qIOh2gKNEl9TnCOx,The Temptations,Get Ready,Get ReadyThe Temptations,29.0,Yes,1,0.404,0.59,164160,0.737,0.0,7,0.108,-5.867,1,0.0384,132.966,4,0.877
1374,486W7TsJOJl2C6NktjOd9O,Eurythmics,Right By Your Side,Right By Your SideEurythmics,29.0,Yes,1,0.0388,0.567,244947,0.749,5.35e-05,6,0.193,-8.321,1,0.0409,168.599,4,0.896
1375,0na8x6EOqjHsGABdB90TIC,Justin Bieber,Hold Tight,Hold TightJustin Bieber,29.0,Yes,1,0.287,0.456,254213,0.608,0.0,10,0.101,-5.815,0,0.328,58.875,4,0.491
1376,7B1QliUMZv7gSTUGAfMRRD,Tim McGraw,Live Like You Were Dying,Live Like You Were DyingTim McGraw,29.0,Yes,1,0.492,0.416,300333,0.546,0.0,7,0.0845,-7.728,1,0.0297,159.929,4,0.418
1377,53Pun4aCDqLIFFb47axzZ2,John Denver,Looking For Space,Looking For SpaceJohn Denver,29.0,Yes,1,0.885,0.17,240707,0.335,0.000375,1,0.0905,-10.881,1,0.0317,204.46,4,0.464
1378,0dlTGl67UFWcKupzkxZYOn,Guns N' Roses,You Could Be Mine,You Could Be MineGuns N' Roses,29.0,Yes,1,0.00876,0.35,343640,0.985,0.551,10,0.36,-5.676,0,0.122,151.007,4,0.323
1379,0a4ZGSRZOgspQy2HYzU82l,Justin Timberlake,Take Back The Night,Take Back The NightJustin Timberlake,29.0,Yes,1,0.043,0.588,353160,0.664,4.3e-05,7,0.639,-5.18,1,0.159,106.502,4,0.333
1380,79YeQbd1p7MsuT7wHQLRYY,Faith Hill,Mississippi Girl,Mississippi GirlFaith Hill,29.0,Yes,1,0.113,0.499,232707,0.765,0.0,9,0.0509,-4.148,1,0.0521,83.916,4,0.665
1381,1CjQCQsl9FDb3WhjGcFOzG,Kenny Chesney,There Goes My Life,There Goes My LifeKenny Chesney,29.0,Yes,1,0.0337,0.577,302667,0.483,6.22e-06,4,0.3,-8.141,1,0.0324,135.77,4,0.218
1382,0szU1fWxpXgr47uB6ezphl,Amy Grant,Find A Way,Find A WayAmy Grant,29.0,Yes,1,0.186,0.72,208400,0.876,0.0,10,0.313,-4.828,0,0.0339,129.464,4,0.489
1383,4YjjNHtEsTX6Af4mCTupT5,Rascal Flatts,Bless The Broken Road,Bless The Broken RoadRascal Flatts,29.0,Yes,1,0.693,0.599,226680,0.433,8.99e-05,0,0.178,-6.336,1,0.0265,135.948,4,0.384
1384,1FAtkmz8kFmbq4VmOf79fb,Wanda Jackson,Right Or Wrong,Right Or WrongWanda Jackson,29.0,Yes,1,0.814,0.425,157160,0.291,0.0,7,0.143,-10.554,1,0.0315,114.574,4,0.393
1385,3JEPfsHlaIfPsB6I8BY4Sl,Tim McGraw,My Best Friend,My Best FriendTim McGraw,29.0,Yes,1,0.12,0.444,279867,0.484,0.0,9,0.135,-8.311,1,0.0289,147.715,4,0.263
1386,1M2l9ReoabUnvl6Y8jLUe7,Zac Brown Band,Colder Weather,Colder WeatherZac Brown Band,29.0,Yes,1,0.458,0.667,273893,0.381,0.0,3,0.116,-7.494,1,0.0294,135.979,4,0.199
1387,0liyuiWWJWgW7BZOp7UFES,Katy Perry,Thinking Of You,Thinking Of YouKaty Perry,29.0,Yes,1,0.00167,0.431,246410,0.803,0.0,4,0.331,-4.459,1,0.0364,147.048,4,0.309
1388,4g5LUzHFRr4Zlok8KzERmI,ABBA,Chiquitita,ChiquititaABBA,29.0,Yes,1,0.701,0.526,327040,0.555,6.69e-06,9,0.299,-8.08,1,0.0338,84.088,4,0.38
1389,2iJ389BSoL3MlYzVO17qY0,Linda Ronstadt,Get Closer,Get CloserLinda Ronstadt,29.0,Yes,1,0.128,0.786,153067,0.576,0.00135,2,0.0406,-7.425,1,0.0471,118.548,1,0.946
1390,5EWtBjCLy21d1hY9zdaEe8,Bon Jovi,Keep The Faith,Keep The FaithBon Jovi,29.0,Yes,1,0.00109,0.568,346533,0.967,0.000899,5,0.0817,-3.776,0,0.0545,117.848,4,0.572
1391,5Bv0gYUXTU2sx7BitZ5dRt,Kenny Loggins,Vox Humana,Vox HumanaKenny Loggins,29.0,Yes,1,0.0296,0.518,250360,0.86,0.0,2,0.147,-11.715,1,0.0587,178.147,4,0.641
1392,2X9fsxb6O6bYEopJYmUbNC,Spandau Ballet,Gold,GoldSpandau Ballet,29.0,Yes,1,0.261,0.711,231480,0.74,0.0114,10,0.104,-7.776,0,0.036,143.047,4,0.638
